addressID,address1,city,state,zip
506822,82 Lookout Mountain Drive,Manchester,CT,06040
134586,743 East 9th Avenue,Anchorage,AK,99501
337578,7301 Northwest 113th Terrace,Oklahoma City,OK,73162
418395,1123 Glenwood Avenue,Nashville,TN,37204
275921,111 Edgewater Road,Savannah,GA,31406
934109,1376 Oakland Avenue,Fayetteville,AR,72703
296846,13583 West 68th Avenue,Arvada,CO,80004
736685,316 Sourwood Court,Millersville,MD,21108
887321,906 West Berry Street,Fayetteville,AR,72701
618352,1219 North Storer Avenue,Fayetteville,AR,72703
697590,1313 Paulson Way,Nashville,TN,37013
238584,45 Heathcote Circle,Savannah,GA,31405
403372,243 West Haven Drive,Severna Park,MD,21146
929045,19141 Pine Ridge Circle,Anchorage,AK,99516
283288,265 Airport Road,Weathersfield,VT,05151
968198,8554 Twin Gable Drive,Montgomery,AL,36116
443865,3437 Sommerville Drive,Montgomery,AL,36111
805500,417 West Park Place,Oklahoma City,OK,73103
103398,615 Long Hunter Court,Nashville,TN,37217
719096,4000 Beth Manor Drive,Montgomery,AL,36109
276030,4600 East Huntsville Road,Fayetteville,AR,72701
550660,435 East 5th Avenue,Anchorage,AK,99501
754647,3228 Chettenham Drive,Rancho Cordova,CA,95670
215654,5116 Feys Court,Louisville,KY,40216
706720,141 West Leslie Lane,Panama City Beach,FL,32407
309107,2543 The Meadows,Montgomery,AL,36116
303294,1749 Haleys Hope Court,Nashville,TN,37209
927996,1405 Tolkien Drive,Conway,AR,72034
601884,1709 West Market Street,Louisville,KY,40203
186863,1601 East 19th Street,Edmond,OK,73013
744661,5420 Sunset Avenue,Panama City Beach,FL,32408
329066,467 North Mountain Ranch Road,Fayetteville,AR,72704
336834,2203 7th Street Road,Louisville,KY,40208
338587,5412 East 22nd Avenue,Anchorage,AK,99508
305664,2017 North Hartford Drive,Fayetteville,AR,72701
282897,4455 West 61st Place,Arvada,CO,80003
142360,154 Lyness Street,Manchester,CT,06040
419884,2150 Yarbrough Street,Montgomery,AL,36110
600852,5334 West Northern Avenue,Glendale,AZ,85301
668446,6870 West 52nd Avenue,Arvada,CO,80002
314323,36 Grove Street,Manchester,CT,06042
396411,5385 Iris Street,Arvada,CO,80002
605073,1501 New Hampshire Avenue,Lynn Haven,FL,32444
602286,31 Ashworth Street,Manchester,CT,06040
592024,82 Linnmore Drive,Manchester,CT,06040
747516,2063 Notchbrook Road,Stowe,VT,05672
350314,7060 Eastern Avenue,Washington,DC,20012
915856,1902 6th Street Northwest,Washington,DC,20001
811798,3035 Osprey Circle,Panama City,FL,32405
287168,720 Southwest 2nd Street,Moore,OK,73160
816637,926 Mill Court,Savannah,GA,31419
221421,14505 Landis Villa Drive,Louisville,KY,40245
979753,20933 River Park Drive,Anchorage,AK,99577
568966,962 South Silverado Drive,Fayetteville,AR,72701
759484,14854 Bay View Circle,Panama City Beach,FL,32413
492580,3138 Banneker Drive Northeast,Washington,DC,20018
719539,5458 30th Street Northwest,Washington,DC,20015
194147,7 Vantine Avenue,Alburgh,VT,05440
436514,8358 WB&A Road,Severn,MD,21144
330937,1030 Lake Claire Drive,Annapolis,MD,21409
756490,54 Gentry Court,Annapolis,MD,21403
217885,1333 Kenyon Street Northwest,Washington,DC,20010
350379,323 Southeast 23rd Street,Oklahoma City,OK,73129
978861,427 Gulf View Drive,Panama City Beach,FL,32413
817692,2 Thompson Road,Manchester,CT,06040
390838,275 South 40th Street,Boulder,CO,80305
815686,26 Seaman Circle,Manchester,CT,06040
436078,14524 Lodestar Drive,Grass Valley,CA,95949
427493,747 West Pacific Avenue,Telluride,CO,81435
438163,22 South Duncan Avenue,Fayetteville,AR,72701
407818,1 Blue Jay Terrace,Wareham,MA,02571
309062,1430 South Gay Avenue,Panama City,FL,32404
606329,1644 Queenstown Road,Nichols Hills,OK,73116
305455,108 East 11th Avenue,Anchorage,AK,99501
400175,650 Malvern Street,Montgomery,AL,36108
196790,236 Alden Road,Hayward,CA,94541
529570,99 Pond Avenue,Brookline,MA,02445
455753,8376 Albacore Drive,Pasadena,MD,21122
528306,2704 McGee Avenue,Berkeley,CA,94703
419898,814 East 10th Court,Panama City,FL,32401
186483,701 Mussel Slough Road,Hanford,CA,93230
169056,53 Great Woods Road,Saugus,MA,01906
808727,5228 North 70th Avenue,Glendale,AZ,85303
962875,3320 Peterkin Avenue,Anchorage,AK,99508
931673,804 Dry Creek Road,Goodlettsville,TN,37072
206227,464 Springfield Street,Wilbraham,MA,01095
118271,2402 Eastbridge Court,Louisville,KY,40223
170598,2640 8th Avenue,Oakland,CA,94606
371310,1169 East Hopkins Avenue,Aspen,CO,81611
197301,1780 142nd Avenue,San Leandro,CA,94578
197408,51 Edgar Road,Scituate,MA,02066
481248,12 17th Place,Tybee Island,GA,31328
258019,20097 Butterfield Drive,Castro Valley,CA,94546
393101,3408 Taylorsville Road,Louisville,KY,40205
112532,8409 Gullane Court,Pasadena,MD,21122
318154,6408 Fern Crest Road,Louisville,KY,40291
146609,5529 East Saddleridge Drive,Fayetteville,AR,72703
607410,3538 Mendenhall Court,Pleasanton,CA,94588
931951,14006 Coffee Bluff Road,Savannah,GA,31419
234921,15557 Sutter Creek Road,Sutter Creek,CA,95685
969151,3115 North Lake Boulevard,Tahoe City,CA,96145
772913,72 Salmon Road,Alameda,CA,94502
899871,5707 Whispering Hills Boulevard,Louisville,KY,40219
755472,19020 North 68th Avenue,Glendale,AZ,85308
481887,4221 East Mission Boulevard,Fayetteville,AR,72703
626344,9302 West 58th Avenue,Arvada,CO,80002
795227,3504 East 5th Street,Panama City,FL,32401
283580,509 Sea Breeze Drive,Panama City Beach,FL,32413
828030,1310 Riggs Street Northwest,Washington,DC,20009
531383,7085 West Northern Avenue,Glendale,AZ,85303
836956,238 La Salle Avenue,Piedmont,CA,94610
238041,281 MacArthur Boulevard,Oakland,CA,94610
243465,77 Shadow Brook Estates,South Hadley,MA,01075
166742,8502 Madrone Avenue,Louisville,KY,40258
927327,17623 Norma Lane,Fountain,FL,32438
183924,53 Fairfield Street,Manchester,CT,06040
489031,82 East Foster Street,Melrose,MA,02176
701277,3604 West Market Street,Louisville,KY,40212
899419,1452 55th Avenue,Oakland,CA,94621
293777,140 South Hill Avenue,Fayetteville,AR,72701
908783,42 Lake Lane,Westmore,VT,05860
481674,3394 Wilmington Road,Montgomery,AL,36105
101616,107 Mark Drive,Glen Burnie,MD,21061
195995,201 West Street,Annapolis,MD,21401
611292,46 Lilac Street,Manchester,CT,06040
510883,3551 North Georgetown Drive,Montgomery,AL,36109
102358,8801 Rosshire Drive,Louisville,KY,40118
478058,25538 Calaroga Avenue,Hayward,CA,94545
961674,2170 Benton Boulevard,Pooler,GA,31322
124774,55 Russells Mills Road,Dartmouth,MA,02748
842614,487 Maury Street,Montgomery,AL,36104
539126,922 Urciolo Court,Annapolis,MD,21401
765982,2522 South College Drive,Fayetteville,AR,72701
109774,5316 Silver Wing Boulevard,Louisville,KY,40241
108578,5156 South Dakota Avenue Northeast,Washington,DC,20017
869202,3553 Brandywine Street Northwest,Washington,DC,20008
575161,614 East Duffy Lane,Savannah,GA,31401
442796,649 Praderia Circle,Fremont,CA,94539
309519,312 Westhill Avenue,Inverness,FL,34452
790905,6802 North 67th Avenue,Glendale,AZ,85301
772648,1909 Seventh Street,Berkeley,CA,94710
402024,707 Pinkston Street,Montgomery,AL,36109
180761,369 Ruth Avenue,Mountain View,CA,94043
318279,1600 West 11th Avenue,Anchorage,AK,99501
492109,6816 West 84th Circle,Arvada,CO,80003
533830,5065 North 54th Avenue,Glendale,AZ,85301
705217,3821 Southwest 25th Street,Oklahoma City,OK,73108
807113,190 Countryside Drive,Farmington,AR,72730
908558,2399 East 14th Street,San Leandro,CA,94577
874262,2349 East Tall Oaks Drive,Fayetteville,AR,72703
612391,1424 Winter Avenue,Louisville,KY,40204
832368,18 Hamilton Street Northwest,Washington,DC,20011
605268,5378 Allison Street,Arvada,CO,80002
494436,21950 Arnold Center Road,Carson,CA,90810
810794,416 Ridge Street Northwest,Washington,DC,20001
125816,22 Charnock Street,Beverly,MA,01915
324345,219 Bidwell Street,Manchester,CT,06040
162723,1879 South Cherry Hills Drive,Fayetteville,AR,72701
827711,7101 West Beardsley Road,Glendale,AZ,85308
562718,406 East Waldburg Street,Savannah,GA,31401
194616,124 Crane Street,Panama City,FL,32413
271292,14300 Leesa Lane,Edmond,OK,73013
165870,10725 Sunset Boulevard,Spencer,OK,73084
297242,1108 Slater Street,Santa Rosa,CA,95404
600887,40902 Ingersoll Terrace,Fremont,CA,94538
839081,2409 Research Boulevard,Fort Collins,CO,80526
308944,22 Eden Street,Millis,MA,02054
152334,1113 West Trinity Lane,Nashville,TN,37218
225232,8159 West 81st Avenue,Arvada,CO,80005
648429,421 West 1st Avenue,Anchorage,AK,99501
378677,3035 South Highway A1A,Melbourne Beach,FL,32951
661857,3041 West Marigold Drive,Fayetteville,AR,72704
315327,2200 East Victory Drive,Savannah,GA,31404
841127,903 East 20th Avenue,Anchorage,AK,99501
872788,449 15th Street Northeast,Washington,DC,20002
718025,146 Walnut Street,Manchester,CT,06040
885506,63 Summit Street,Manchester,CT,06040
165528,424 Callan Avenue,San Leandro,CA,94577
370566,5556 West Northview Avenue,Glendale,AZ,85301
299514,8043 Cranberry Street,Anchorage,AK,99502
439173,5104 West Tierra Buena Lane,Glendale,AZ,85306
212816,2560 Michigan Court,Panama City,FL,32405
405213,3179 18th Street Northwest,Washington,DC,20010
194538,332 Concord Avenue,Cambridge,MA,02138
375854,1226 Blossom Circle,Livermore,CA,94550
385255,7 Maple Hill Road,Aquinnah,MA,02535
449940,3904 October Woods Drive,Nashville,TN,37013
392038,627 Emerson Street Northwest,Washington,DC,20011
395512,701 West 36th Avenue,Anchorage,AK,99503
854336,249 Progress Drive,Manchester,CT,06042
968530,1254 Muldoon Road,Anchorage,AK,99504
975422,34 Harris Street,Brookline,MA,02446
211540,2285 Wold Run Drive,Fayetteville,AR,72704
540241,2436 Naples Avenue,Panama City,FL,32405
582965,14 Tranquil Place,Pooler,GA,31322
237211,261 East Old Hickory Boulevard,Nashville,TN,37115
549391,5201 North Miller Avenue,Oklahoma City,OK,73112
889136,7230 Montagne Circle,Anchorage,AK,99507
833494,6315 North Oro Vista Court,Litchfield Park,AZ,85340
581280,98 Lee Drive,Annapolis,MD,21403
392221,103 Fenwick Village Drive,Savannah,GA,31419
790134,2325 Eastridge Circle,Moore,OK,73160
414898,9605 West 62nd Place,Arvada,CO,80004
411392,4486 U.S. 5,Newport,VT,05855
581603,8277 Lamar Place,Arvada,CO,80003
153342,3616 Echo Lane,Nashville,TN,37218
568634,119 Antioch Pike,Nashville,TN,37211
251446,3031 Casa Drive,Nashville,TN,37214
170831,162 South Main Street,Stowe,VT,05672
472715,6789 West 70th Avenue,Arvada,CO,80003
958195,1040 University Avenue,Berkeley,CA,94710
121408,5821 Taft Street,Arvada,CO,80004
400558,2703 Woolsey Street,Berkeley,CA,94705
663313,120 Depot Street,Easton,MA,02375
547322,1515 Excelsior Avenue,Oakland,CA,94602
972209,11501 Maple Way,Louisville,KY,40229
109908,2309 Stearns Hill Road,Waltham,MA,02451
968125,210 Beachcomber Drive,Pismo Beach,CA,93449
729283,632 North Pine Street,Anchorage,AK,99508
734421,2195 Cantelou Road,Montgomery,AL,36108
955983,4 Stemson Way,Port Wentworth,GA,31407
890480,5516 West Indore Drive,Littleton,CO,80128
143877,645 Governor Bridge Road,Davidsonville,MD,21035
623389,2740 Collie Hill Way,Anchorage,AK,99504
127487,27 Church Street,Manchester,CT,06040
722496,129 Grant Street,Redlands,CA,92373
702948,4430 Davenport Street Northwest,Washington,DC,20016
775090,171 Tolland Turnpike,Manchester,CT,06042
607575,1744 Shoreham Drive,Montgomery,AL,36106
730980,40 Highwood Drive,Manchester,CT,06040
908596,21007 North 53rd Avenue,Glendale,AZ,85308
990067,4960 Paddock Club Drive,Montgomery,AL,36116
310709,2248 South Sutherland Drive,Montgomery,AL,36116
307471,1001 Northwest 104th Street,Oklahoma City,OK,73114
870649,23622 Greatland Drive,Anchorage,AK,99567
177279,311 Oak Street,Manchester,CT,06040
311425,22424 Birchwood Loop Road,Anchorage,AK,99567
974875,829 Main Street,Manchester,CT,06040
549058,41 Fairway Drive,Tewksbury,MA,01876
395806,23 Florida Avenue Northeast,Washington,DC,20002
274538,6721 Boundary Run,Nashville,TN,37221
697564,313 Lone Oak Drive,Norman,OK,73071
288218,1559 Alabama Avenue Southeast,Washington,DC,20032
608530,5125 North 58th Avenue,Glendale,AZ,85301
223051,8521 Crystal Street,Anchorage,AK,99502
219700,6120 Southeast 84th Street,Oklahoma City,OK,73135
462191,165 Quincy Shore Drive,Quincy,MA,02171
184185,10749 West Kaler Drive,Glendale,AZ,85307
398452,813 Holt Grove Court,Nashville,TN,37211
919578,3313 East Tecumseh Road,Norman,OK,73071
536077,7002 South Bryant Avenue,Oklahoma City,OK,73149
379766,332 33rd Avenue North,Nashville,TN,37209
575278,104 Bennington Street,Lawrence,MA,01841
279727,1011 Irving Street Northeast,Washington,DC,20017
315963,112 Walnut Street,Reading,MA,01867
127698,5329 A Street,Greeley,CO,80634
682901,4821 Milner Drive,Nashville,TN,37211
598839,33 South Hill Avenue,Fayetteville,AR,72701
699271,2917 Miramar Drive,Fayetteville,AR,72704
974827,405 Savannah Park Way,Panama City Beach,FL,32407
489916,6800 West Bell Road,Glendale,AZ,85308
593280,6741 West Robert E Lee Street,Glendale,AZ,85308
844646,1230 Stafford Drive,Montgomery,AL,36117
704292,31 Buckland Hills Drive,Manchester,CT,06042
563151,584 Westford Street,Lowell,MA,01851
857933,1364 Capri Drive,Panama City,FL,32405
446386,210 Depot Street,Woodford,VT,05201
800023,329 Mill Road,Montpelier,VT,05602
748954,264 Crest Drive,Soldotna,AK,99669
214764,3959 Fairlands Drive,Pleasanton,CA,94588
997784,396 Berkshire Drive,Riva,MD,21140
750240,123 Blossom Road,Westport,MA,02790
584305,2686 Avery Park Drive,Nashville,TN,37211
970079,600 12th Avenue South,Nashville,TN,37203
745266,2A Cleveland Park Rd,Freetown,MA,02717
938067,11113 North Miller Avenue,Oklahoma City,OK,73120
311502,3534 Saint Lawrence Road,Nashville,TN,37080
143642,1383 Purdue Street,San Leandro,CA,94579
596967,5102 Ander Drive,Brentwood,TN,37027
305151,813 Linda Lane,Panama City Beach,FL,32407
970478,4329 Howe Street,Oakland,CA,94611
756300,150 Somersby Boulevard,Pooler,GA,31322
444617,4726 West Palmaire Avenue,Glendale,AZ,85301
497118,1701 18th Avenue South,Nashville,TN,37212
369126,4216 Winter Lake Drive,Louisville,KY,40272
839376,119 Matthew Lane,Nashville,TN,37215
953545,8757 Lamar Circle,Arvada,CO,80003
735623,123 Remember Baker Lane,Hartford,VT,05001
807948,21 Hill Street,Barre,VT,05641
216436,2001 Van Hoose Drive,Fayetteville,AR,72701
790081,1106 Homer Avenue,Savannah,GA,31405
263313,9321 Amy Lane,Panama City Beach,FL,32407
211010,243 Kentucky Avenue,Pasadena,MD,21122
976486,7416 West Maryland Avenue,Glendale,AZ,85303
840036,22 Star Farms Drive,Manchester,CT,06040
446663,4182 North Valley Lake Drive,Fayetteville,AR,72703
471896,716 O Street,Anchorage,AK,99501
452781,2817 3rd Street,Thunderbolt,GA,31404
778178,1460 Berger Street,Odenton,MD,21113
962997,1405 Mercedes Avenue,Panama City,FL,32401
406962,2441 Chase Park Drive,Montgomery,AL,36110
201435,126 Marjorie Lane,Manchester,CT,06042
816633,1002 Cedar Ridge Court,Annapolis,MD,21403
451715,3415 Bog Road,Belvidere,VT,05442
724996,529 Wesley Avenue,Nashville,TN,37207
595119,4617 East 3rd Street,Panama City,FL,32404
263802,5444 Nicole Boulevard,Panama City,FL,32404
330238,1380 Quincy Street Northwest,Washington,DC,20011
477392,6851 Howard Avenue,Anchorage,AK,99504
135033,5985 Lamar Street,Arvada,CO,80003
426450,703 Elizabeth Barcus Way,Fortuna,CA,95540
762906,1622 Orchard Avenue,Louisville,KY,40213
191615,3500 Blanchard Drive Southwest,Washington,DC,20032
856992,505 North Washington Avenue,Fayetteville,AR,72701
572500,17433 Teklanika Drive,Anchorage,AK,99577
549950,4300 Kansas Avenue Northwest,Washington,DC,20011
724232,9403 Fairground Road,Louisville,KY,40291
680373,2508 Grant Avenue,Panama City,FL,32405
473437,1265 Southeast 23rd Terrace,Oklahoma City,OK,73129
540356,243 Orchard Road,Burke,VT,05832
779494,275 Ridge Lane,Waltham,MA,02452
808329,184 Woodland Street,Manchester,CT,06042
371053,736 Sicard Street Southeast,Washington,DC,20003
274639,7968 Newman Street,Arvada,CO,80005
643921,208 Southeast 19th Street,Oklahoma City,OK,73129
144489,3413 Pheasant Run Road,Norman,OK,73072
622067,801 Dale Road,Glen Burnie,MD,21060
398740,8801 North 63rd Drive,Glendale,AZ,85302
817065,19 Katama Way,Pooler,GA,31322
343212,2113 Bowen Drive,Montgomery,AL,36106
863046,406 Ashwood Court,Vacaville,CA,95688
442178,133 White Cap Way,Panama City Beach,FL,32407
909645,253 Colt Drive,Nashville,TN,37221
417925,10312 Parlett Place,Cupertino,CA,95014
665506,2209 East Manor Drive,Fayetteville,AR,72701
502175,7841 North 59th Lane,Glendale,AZ,85301
217109,302 Tuten Avenue,Savannah,GA,31415
687499,1101 Lotus Avenue,Glen Burnie,MD,21061
232647,9222 Sandra Grace Road,Southport,FL,32409
816562,8522 Ingalls Circle,Arvada,CO,80003
851619,341 West Tudor Road,Anchorage,AK,99503
852977,597 East Miracle Drive,Fayetteville,AR,72701
887093,108 Springer Lane,Yarmouth,MA,02673
332232,11865 West 74th Avenue,Arvada,CO,80005
704621,3446 Northwest 48th Street,Oklahoma City,OK,73112
216500,3147 West Old Farmington Road,Fayetteville,AR,72704
334460,22219 Panama City Beach Parkway,Panama City Beach,FL,32413
228736,584 Rural Hill Road,Nashville,TN,37217
445487,5928 West Mauna Loa Lane,Glendale,AZ,85306
896002,8320 Cloud Street,Laurel,MD,20724
536511,811 River Dell Drive,Louisville,KY,40206
804340,13116 West Palo Verde Drive,Litchfield Park,AZ,85340
688523,75 Wilfred Road,Manchester,CT,06040
997154,1439 2nd Street,Panama City,FL,32409
162386,5 Winslow Circle,Pooler,GA,31322
815000,106 Camelot Drive,Plymouth,MA,02360
703739,1021 Heathfield Circle,Brentwood,TN,37027
233273,600 Marshall Street,Louisville,KY,40202
786152,129 Glen Street,West Brattleboro,VT,05301
178534,3415 Brookdale Drive,Santa Clara,CA,95051
326361,15771 West 64th Avenue,Arvada,CO,80403
129256,5605 North Terry Avenue,Oklahoma City,OK,73111
757151,18687 County Road 97,Woodland,CA,95695
623424,800 Old Stage Road,Glen Burnie,MD,21061
430879,207 Maple Hill Road,Shaftsbury,VT,05262
937920,13525 West Stella Lane,Litchfield Park,AZ,85340
349337,13501 Vasili Drive,Anchorage,AK,99577
752160,875 Latouche Street,Anchorage,AK,99501
242136,7800 River Mist Avenue,Bakersfield,CA,93313
894966,1429 Harrison Avenue,Panama City,FL,32401
565182,6725 Pamela Court,Montgomery,AL,36116
913898,353 Cotswold Cmns,Norman,OK,73072
369257,6500 Park Club Circle,Louisville,KY,40229
476482,3 Kimball Street,Marblehead,MA,01945
346715,6221 Allison Street,Arvada,CO,80004
542196,3138 P Street Northwest,Washington,DC,20007
766474,322 East Taylor Street,Savannah,GA,31401
767418,3522 Whiting Avenue,Montgomery,AL,36105
836316,928 Wright Avenue,Mountain View,CA,94043
518640,4108 Kogru Place,Anchorage,AK,99577
274253,218 Oleander Drive,Panama City Beach,FL,32413
482018,421 Madison Street Northeast,Washington,DC,20011
536749,2500 Snowdoun Chambers Road,Montgomery,AL,36105
221766,1900 West Virginia Avenue Northeast,Washington,DC,20002
884123,654 Laurette Place,Hayward,CA,94544
834490,804 Old Coach Place,Nashville,TN,37076
947718,711 Tatem Street,Savannah,GA,31405
951497,6434 Wright Street,Arvada,CO,80004
802645,401 East Northern Lights Boulevard,Anchorage,AK,99503
428026,982 Stonington Drive,Arnold,MD,21012
993832,65 Hilltop Lane,McKinleyville,CA,95519
104908,1345 G Street Southeast,Washington,DC,20003
217182,200 Redwood Road,Manchester,CT,06040
379745,16772 West 70th Avenue,Arvada,CO,80007
843272,1417 Stoneykirk Road,Pelham,AL,35124
645383,2057 Lucas Street,Montgomery,AL,36107
857043,1636 Church Street Northwest,Washington,DC,20036
275107,2034 Fairfax Road,Annapolis,MD,21401
329121,7817 Moose Run Circle,Anchorage,AK,99507
794231,234 East Beach Drive,Panama City,FL,32401
910411,1814 US Highway 98,Mexico Beach,FL,32456
363120,5836 Red Barn Road,Montgomery,AL,36116
788994,31250 Courthouse Drive,Union City,CA,94587
564753,178 Old Homestead Road,Danville,VT,05873
540928,394 Hilltop Lane,Annapolis,MD,21403
673293,72 Bentley Avenue,Poultney,VT,05764
181806,505 Southeast 32nd Street,Oklahoma City,OK,73129
664560,29 Vista Flores,Pleasanton,CA,94566
362263,294 East Lakeshore Drive,Colchester,VT,05446
349592,718 Dutchmans Court,Nashville,TN,37076
356478,1738 Annabellas Drive,Panama City Beach,FL,32407
100241,3001 Spyglass Hill Road,Edmond,OK,73034
321787,5038 North Cimarron Drive,Beverly Hills,FL,34465
840009,110 Oxford Road,Savannah,GA,31419
365919,716 Waller Road,Brentwood,TN,37027
463868,3469 North Par Court,Fayetteville,AR,72703
516647,1630 Eton Way,Crofton,MD,21114
732220,1504 East 55th Street,Savannah,GA,31404
381222,9106 Ellis Way,Arvada,CO,80005
227540,6424 Simms Street,Arvada,CO,80004
663696,152 Bissell Street,Manchester,CT,06040
208208,503 Blackwood Terrace Southeast,Calhoun,GA,30701
486474,5630 Silverado Way,Anchorage,AK,99518
584626,5 Hibiscus Avenue,Savannah,GA,31404
294856,1311 Durrett Lane,Louisville,KY,40213
361710,4742 Bellevue Avenue,Louisville,KY,40215
737607,1908 Newton Street Northeast,Washington,DC,20018
386391,4971 Janet Court,Livermore,CA,94550
298269,204 Blue Hills Drive,Nashville,TN,37214
161833,9134 Brook Park Drive,Montgomery,AL,36117
124727,7966 Chase Circle,Arvada,CO,80003
452086,4876 Norris Road,Fremont,CA,94536
104552,70 Orchard Shore Road,Colchester,VT,05446
569734,1656 Newton Street Northwest,Washington,DC,20010
637156,21 Longview Bluff Drive East,Savannah,GA,31419
528521,1822 Dixdale Avenue,Louisville,KY,40210
420160,6436 Stoney Point Road,Panama City,FL,32404
883915,802 Virginia Avenue,Lynn Haven,FL,32444
610733,93 Hamlin Street,Manchester,CT,06040
927405,2931 Shady Oaks Drive,Evans,CO,80620
737083,4738 Mallard Common,Fremont,CA,94555
526362,4313 Wisconsin Street,Anchorage,AK,99517
422244,1695 Archer Street,Savannah,GA,31405
517386,5208 Colorado Avenue Northwest,Washington,DC,20011
259482,1803 Hickory Avenue,Panama City,FL,32405
835316,57 Hidden Lake Court,Savannah,GA,31419
552623,5330 Shaun Circle,Anchorage,AK,99507
786333,91 Rushforde Drive,Manchester,CT,06040
123989,115 Waddell Road,Manchester,CT,06040
438590,1909 Wainwright Avenue,Panama City,FL,32405
680143,3623 Chateau Lane,Louisville,KY,40219
467331,5715 Saint Matthew Drive,Newark,CA,94560
653996,2008 North Shannon Drive,Fayetteville,AR,72703
474024,511 Norton Avenue,Nashville,TN,37207
553775,37 Spring Street,Groton,CT,06340
538963,992 Sherwood Forest Road,Annapolis,MD,21401
363309,1481 Stannage Avenue,Berkeley,CA,94702
973468,4319 West Claremont Street,Glendale,AZ,85301
883323,11941 West 58th Avenue,Arvada,CO,80002
258691,58 North U.S.A Drive,Fayetteville,AR,72701
354962,6483 West 76th Avenue,Arvada,CO,80003
619105,1428 Flatwood Court,Crofton,MD,21114
930856,1109 East 35th Street,Savannah,GA,31404
489786,3722 Kisling Loop,Tyndall Air Force Base,FL,32403
922916,1421 Floral Street Northwest,Washington,DC,20012
237889,1236 Southwest 49th Street,Oklahoma City,OK,73109
782712,220 Avenue B,Williston,VT,05495
347960,697 Parker Street,Manchester,CT,06042
590680,233 Juniper Drive,South Burlington,VT,05403
507884,6460 Lacrosse Lane,Glen Burnie,MD,21061
719787,36360 Beech Place,Newark,CA,94560
281001,141 Parker Road,Pittsford,VT,05763
274955,1303 Kearny Street Northeast,Washington,DC,20017
470081,13360 West 83rd Place,Arvada,CO,80005
268565,5130 Morris Way,Fremont,CA,94536
336361,97 Lincoln Street,Fitchburg,MA,01420
204325,33300 Mission Boulevard,Union City,CA,94587
683269,756 Neponset Street,Norwood,MA,02062
811427,44 Campfield Road,Manchester,CT,06040
852694,1666 South Summer Rose Avenue,Fayetteville,AR,72701
224943,223 Goose Pond Road,Fairfax,VT,05454
687382,8293 Grayson Grove,Montgomery,AL,36117
859518,620 Veta Avenue,Pueblo,CO,81004
578670,4207 Ranch Drive,Edmond,OK,73013
408850,8415 Running Spring Drive,Louisville,KY,40241
943716,241 Braxton Way,Edgewater,MD,21037
414897,23 Cove Drive,Savannah,GA,31419
222469,6108 Iris Way,Arvada,CO,80004
398408,219 Shana Road,Glen Burnie,MD,21060
618891,218 Saint Antons Way,Arnold,MD,21012
405676,430 Fig Street,Madera,CA,93638
922116,65 Arcellia Drive,Manchester,CT,06042
442024,2522 Fountain Avenue,South Lake Tahoe,CA,96150
762733,4807 North Grove Avenue,Warr Acres,OK,73122
581293,2426 East Onyx Trail,Fayetteville,AR,72701
252648,1302 Cherry Street,Panama City,FL,32401
186402,321 Kentucky Avenue Southeast,Washington,DC,20003
952198,595 West 15th Street,Fayetteville,AR,72701
824790,203 East Gwinnett Street,Savannah,GA,31401
354821,319 Elderwood Court,Annapolis,MD,21409
331787,22825 Paseo Place,Hayward,CA,94541
916677,12493 West 84th Circle,Arvada,CO,80005
213235,115 Maple Street,Manchester,CT,06040
216219,25 Morton Street,Quincy,MA,02169
785118,461 Alder Street,Eureka,CA,95503
375122,549 Elysian Fields Road,Nashville,TN,37211
185588,9636 Morar Road,Panama City,FL,32409
517613,107 Guaymas Place,Davis,CA,95616
457298,4936 Sequoia Avenue,Dublin,CA,94568
870303,7250 Urban Drive,Arvada,CO,80005
213768,80 Locust Avenue,Worcester,MA,01604
304752,5624 Oakes Drive,Brentwood,TN,37027
869985,2654 Quiet Water Cove,Annapolis,MD,21401
534672,7018 Russell Court,Arvada,CO,80007
848153,2636 Knollwood Drive,Montgomery,AL,36116
223312,1205 Southwest 128th Street,Oklahoma City,OK,73170
767437,12610 Webber Road,Fountain,FL,32438
496217,102 East Cydnee Street,Fayetteville,AR,72703
818290,7419 West Hill Lane,Glendale,AZ,85310
937977,3810 Camp Ground Road,Louisville,KY,40211
646891,1699 Chatham Parkway,Savannah,GA,31405
803367,7573 National Drive,Livermore,CA,94550
638435,5906 Milton Avenue,Deale,MD,20751
258461,23501 Ida Lane,Hayward,CA,94541
105749,2100 Sandy Creek Trail,Edmond,OK,73013
831750,1256 Talbert Street Southeast,Washington,DC,20020
975186,856 Milton Street,Oakland,CA,94607
693167,1208 Lindenwood Drive,Panama City,FL,32405
683987,35 Pilot Knob Lane,Telluride,CO,81435
276833,6460 Vermont 113,Vershire,VT,05079
960560,2224 East Tall Oaks Drive,Fayetteville,AR,72703
478170,13417 West Marlette Court,Litchfield Park,AZ,85340
164954,6206 Waters Avenue,Savannah,GA,31406
182063,111 Rosemary Street,Brockton,MA,02302
846326,8063 Regency Drive,Pleasanton,CA,94588
425918,5721 Frank Hough Road,Panama City,FL,32404
864230,119 Redwood Road,Manchester,CT,06040
606999,1414 West 7th Avenue,Anchorage,AK,99501
373883,3072 The Alameda,Concord,CA,94519
456582,6730 North 59th Drive,Glendale,AZ,85301
997605,849 East Victoria Street,Carson,CA,90746
810381,324 East Drive,Montgomery,AL,36113
664827,2223 North Fernwood Court,Savannah,GA,31404
